id,price
9514,1
12719,4
11824,0
10179,4
18937,0
1266,0
1911,0
20857,5
4009,1
12908,4
2082,2
1572,0
21435,4
2995,5
19315,4
8872,2
19087,1
12271,3
1828,3
13146,4
6797,2
249,1
7401,2
16031,2
11000,5
18892,2
14642,1
21577,2
11666,2
9571,0
8789,4
3633,1
20373,2
15648,1
10733,3
889,1
10084,4
18505,3
20769,3
689,2
10408,2
1533,1
3251,3
8418,3
5777,1
8097,5
18698,4
17767,0
4543,2
13398,5
2225,3
561,5
21660,3
7690,5
13823,5
5565,0
18363,3
11638,1
4564,3
19996,0
3898,0
21186,0
11523,2
19332,1
7876,1
15992,3
71,1
12154,1
21100,3
7591,0
7024,5
18358,2
20164,2
15229,0
17589,4
22186,3
19973,0
12213,1
9494,4
16036,5
19554,5
5899,5
15674,4
15194,0
8713,5
15560,4
9310,4
44,1
15437,0
12675,2
7677,1
17345,2
15794,5
15993,5
6885,1
7268,5
11552,1
14440,2
12483,2
9144,2
4828,4
771,3
15214,0
11732,5
3551,0
1112,0
17419,2
19356,3
21498,1
11262,2
1371,0
6357,0
14498,2
13605,3
18473,2
4441,4
3162,4
15489,2
9418,3
2279,5
21677,5
11899,1
4362,2
7429,0
6895,4
5996,3
5720,4
2211,0
14155,0
14253,4
9758,1
53,2
19643,2
512,3
21663,5
19106,3
8532,4
12731,4
8111,4
6430,0
22143,5
4494,2
3144,2
17582,2
4084,4
393,0
18384,1
17254,1
2953,4
4227,3
10455,0
11486,0
6226,4
14325,2
7325,3
11227,0
12962,5
13541,0
13411,1
3320,3
16405,4
7780,0
9785,1
7058,0
18492,4
15348,2
10300,4
12112,3
13621,4
11799,1
3171,3
3170,4
18745,5
722,2
4814,3
9355,0
2019,2
469,5
897,3
5569,0
79,1
19374,5
21550,1
11369,2
527,3
3403,2
597,2
3619,1
7033,4
12076,1
5319,4
22222,1
19116,5
17525,5
15883,1
17893,4
15935,4
20239,3
3431,1
11449,4
3735,3
21855,3
920,5
9856,0
4177,2
9224,3
5515,0
3966,2
10481,4
3659,1
162,0
6999,4
6066,0
5108,1
12802,2
20027,0
13916,5
6288,1
19557,5
4808,1
1941,3
14308,0
8941,5
9464,1
15899,5
19906,2
1326,2
13478,5
17017,2
816,0
1124,4
15623,0
13394,1
9018,2
13246,4
17326,1
4239,4
10597,0
19806,2
15980,3
4217,0
12008,3
1056,3
15877,1
12452,3
9196,0
7542,4
1031,4
17360,1
17269,2
20227,4
3227,4
11455,2
20896,0
10066,4
21787,3
15453,0
18912,1
14284,2
6655,1
11373,5
15260,0
17087,2
15491,3
21411,5
8179,2
7921,3
1279,3
20196,1
2974,5
7460,4
21679,4
13170,0
12323,1
1153,2
6789,2
19318,3
10052,4
7852,3
1135,1
17480,1
15463,3
3141,5
1635,1
21927,3
12993,2
15267,4
16685,5
21013,4
8207,1
18277,1
7270,0
2116,1
8084,5
8980,3
14640,1
10557,4
15253,2
9316,3
16982,2
16822,4
21434,4
5280,1
17996,2
4677,1
4661,5
17867,1
4146,0
1351,2
9149,5
7218,0
844,1
312,1
2110,1
12409,0
8949,2
4142,4
21341,0
17341,4
13632,4
11907,2
10748,4
6223,2
9776,4
6705,1
16251,3
4596,1
412,5
1870,2
5678,2
4163,0
11253,0
12036,3
3209,5
65,0
334,3
9343,2
16926,4
18465,3
4160,0
6954,2
17035,5
15833,3
6923,0
20667,2
5983,1
18045,2
21120,3
22092,0
17161,3
382,0
12166,3
3474,3
3683,1
19555,5
17642,0
9792,0
1173,0
16650,1
6653,2
14922,1
7109,3
11878,1
6431,0
13055,3
10746,2
3747,1
10310,0
7353,0
14777,0
16478,3
14648,1
1247,5
13772,4
12609,4
21816,0
3365,2
17750,3
20009,1
5210,0
19799,5
18218,3
10770,4
16111,1
8113,5
20828,3
10112,3
7004,0
19353,2
6968,0
2707,1
18359,2
12988,2
9456,3
4916,3
19942,4
22019,3
4600,4
5148,2
10319,4
2243,5
6876,5
3468,3
18831,5
5396,5
12737,3
18121,3
10521,2
4761,5
11136,2
3585,2
7515,4
13431,1
961,0
730,0
2879,4
16448,3
10078,2
6410,3
7794,0
9855,4
2727,5
4743,0
16820,5
17037,4
7624,3
20057,2
6563,4
2085,2
9318,2
21468,4
18934,4
20888,3
11547,5
11647,5
6338,5
13996,5
17416,1
1785,2
10031,0
2210,5
3187,2
14484,1
3373,2
15583,5
10160,5
5870,3
16523,5
17993,1
13515,3
4843,2
13964,5
2115,4
9452,0
9773,5
19995,4
19405,5
172,0
3413,2
11886,3
5829,3
5347,0
12077,5
5658,4
12301,1
6766,4
10087,4
4096,0
18301,3
15783,1
13455,0
14358,1
4240,4
19445,5
17121,0
3879,5
2354,4
17862,2
9860,3
17696,0
10831,1
10623,5
17796,1
1871,1
5252,0
7334,0
20744,0
18057,1
15521,5
6844,1
22257,0
12038,2
9221,5
11405,0
18459,4
1019,4
22072,3
11457,4
10070,3
1981,3
6388,1
9591,4
5106,2
9369,4
9277,4
16890,3
16923,3
14647,0
10072,4
11489,4
7752,0
15429,3
4095,2
17738,3
7497,4
12966,0
11889,3
1977,2
16855,5
9859,3
6026,2
15974,5
5152,2
14301,1
12897,3
3224,5
326,0
6904,2
1715,2
5306,1
7550,0
18927,5
13665,5
7949,2
17085,4
13280,5
3940,3
18646,1
21160,2
2100,2
20135,3
20370,4
6152,0
18809,3
6397,2
5095,0
21734,5
445,0
567,5
12383,2
15274,4
10534,3
6884,1
21757,5
15884,3
13075,4
12181,2
13351,4
11525,3
20558,1
12462,0
4858,5
15198,0
4928,2
21413,0
12466,3
18737,5
14512,2
104,1
13713,0
795,2
12047,0
21294,1
10641,1
16185,2
19988,1
7768,0
13108,0
19778,5
15759,0
10184,5
10712,3
10443,1
15436,5
3388,2
7001,5
899,2
10167,2
3914,3
3676,1
14294,2
4946,5
14088,2
8653,2
18944,2
2950,1
7821,0
7165,3
3349,1
20216,0
16113,3
9638,2
17453,4
2392,4
9446,1
16768,3
16779,4
5468,4
3104,3
10708,2
19458,2
7073,2
2764,5
20127,0
7221,2
5399,4
6047,0
11285,0
8022,4
4364,1
5487,5
22163,3
21063,5
18317,4
12512,0
9457,0
12687,5
1023,2
17633,3
6921,1
20629,3
15050,0
19528,4
3533,1
15278,2
12865,0
16553,2
10576,5
11573,1
18387,0
14855,0
5779,0
5112,4
1096,1
11177,4
14178,0
2909,4
14594,5
19991,2
8180,1
11640,4
2144,2
3838,2
18268,0
9097,0
9143,0
5433,4
22185,5
13378,4
15984,1
14496,0
14888,0
1105,1
9209,2
13973,5
17,3
7538,5
20157,2
3784,1
9982,0
739,1
17672,4
14401,2
22305,2
15945,2
12547,5
19685,0
12869,3
9960,0
19437,4
20974,4
13038,3
3271,2
1442,1
6993,5
18304,2
7622,0
18471,4
3531,1
121,3
19226,3
2498,5
298,1
21024,5
9926,5
1515,0
9286,0
4336,4
4290,1
18303,0
11204,5
22180,5
13950,5
20533,3
20855,3
19782,4
17817,0
15812,0
1944,3
16003,5
12705,2
7586,1
8118,5
10076,4
18701,4
1130,4
16256,5
13829,5
20049,1
5139,4
12245,1
2287,0
12374,1
7222,4
15876,3
17217,1
10977,5
21238,2
5361,2
15149,2
11121,1
693,1
6771,0
6714,1
20992,3
14319,0
4147,4
5539,5
17000,4
10470,3
20681,5
19790,5
660,0
22252,0
4991,0
7959,3
8257,2
10245,1
21588,3
9358,3
365,0
8913,5
6237,3
7452,1
14907,2
3056,3
12497,1
10884,5
20495,1
21236,2
6092,0
4413,1
14537,3
19119,5
1374,1
2050,3
10632,4
14413,5
4618,2
231,1
18172,3
1482,2
1303,5
12443,1
5416,0
11104,3
22280,2
16466,3
3716,3
18068,2
14505,3
11288,3
9376,1
6204,1
2982,3
17953,1
2178,5
8055,5
20849,2
16533,5
12673,4
6615,2
10600,0
10611,4
8321,3
4977,3
19987,1
6402,3
6322,1
10538,3
11279,1
10747,4
19959,5
2114,1
21602,5
2181,2
10399,5
6231,2
20779,0
2892,3
22364,3
13863,4
7548,1
2672,2
570,4
15,1
10386,3
5800,3
6516,0
1100,2
12931,3
10252,4
5680,0
15646,2
7871,5
4310,0
10586,4
12940,5
19162,4
21558,4
8406,2
6118,0
7070,5
18294,2
13883,3
4526,1
9004,1
2894,5
10735,3
677,5
16581,1
21465,0
6850,1
20433,1
15874,5
7892,3
13546,4
16630,4
12380,0
4565,1
2731,0
14228,1
839,1
3877,2
4632,0
7634,0
5066,1
16608,3
4188,0
1739,0
7044,2
10483,0
3049,3
1408,0
6008,0
3035,2
18902,5
12826,0
11096,5
2158,1
21060,2
15364,3
18687,5
18093,0
12279,2
1817,0
11927,3
106,3
8774,4
2841,2
14443,4
14415,0
6317,1
12408,1
19256,3
13408,0
8293,0
1129,0
19620,2
8463,0
19025,2
14693,1
12221,2
4487,4
4788,5
7166,1
1104,1
16660,3
7626,4
18857,4
20291,1
3892,2
7047,3
4312,1
9551,4
11532,4
14533,1
15029,3
22392,2
13343,1
13734,5
5045,3
16336,4
7659,0
21669,3
19110,2
14909,1
1497,2
14984,0
12953,2
4579,4
13051,3
15756,0
11388,1
21514,4
1567,1
18125,2
13722,4
5772,1
1193,0
2807,4
21525,1
11901,0
22085,2
15079,2
15205,0
21298,4
21610,4
20188,1
7042,0
2106,4
12986,3
16549,5
11085,5
12441,3
10741,5
19029,5
13945,3
7739,4
12020,3
20972,4
22311,2
13373,2
5240,3
20890,5
17991,2
20644,1
1781,0
5762,1
2898,5
4489,3
4397,3
16896,4
5038,1
8709,1
16387,5
8215,3
5827,5
327,0
5444,3
1693,3
9382,2
6838,4
4258,4
12838,3
13130,0
3665,0
3370,0
10555,0
22273,1
881,0
11176,4
21058,4
12235,2
3230,3
10872,2
17507,2
17414,3
12099,3
18978,2
9728,3
11338,4
17681,0
18678,4
22306,0
19621,2
16037,2
16299,5
1980,2
3132,4
6065,4
368,0
6444,5
5196,0
17781,0
17500,4
927,2
6417,0
9654,1
17441,5
18449,1
13684,4
20399,4
20324,2
4278,2
7962,4
21634,0
8178,3
7599,3
22012,0
7917,3
11852,1
8284,1
4732,0
14564,5
20566,2
12258,2
21561,3
17395,4
19945,0
21054,3
12612,0
6887,0
11052,5
18788,5
20761,4
5013,5
7057,5
14048,4
17131,4
13104,1
20394,4
5611,3
7104,4
5170,1
20076,1
7320,1
3888,1
13949,5
20402,2
7762,0
11684,1
13839,3
14548,2
21379,3
999,3
16617,4
6205,5
6398,0
8835,4
15303,0
2348,2
14852,2
8895,3
2480,4
1558,0
17477,2
17705,0
8259,3
11391,1
6250,4
18696,3
11620,3
21316,2
7210,0
7096,2
6663,0
13178,5
9074,2
9003,0
3820,0
17556,2
1160,0
15150,0
18738,2
21753,3
10590,5
14579,1
4186,3
16990,0
4131,5
18964,0
3566,4
21596,1
6120,1
9093,3
1802,3
14403,3
686,4
812,0
22235,0
16443,5
760,4
10892,5
19056,3
22155,0
14679,3
2488,2
7702,2
18180,3
20183,1
1719,4
20219,3
8226,3
14272,5
9503,0
15022,1
4623,3
11501,2
22406,1
20619,0
14995,4
19261,2
8376,5
139,1
8128,0
18797,5
20452,1
11043,5
1089,4
7850,5
4157,0
21252,5
8847,4
4496,3
20705,1
5839,4
12304,3
11988,2
14054,1
14024,5
9874,4
21889,5
7043,5
13851,5
7045,2
11411,1
18286,1
21635,3
18844,0
5510,4
20393,2
11761,1
15799,2
14359,2
4164,0
3327,1
14802,5
12018,4
5861,4
12532,1
21732,5
7878,5
7809,0
11893,2
16532,4
9824,3
19292,0
17853,4
20516,0
13009,5
7393,2
18999,3
19610,5
6344,4
6369,4
5367,4
19746,5
4406,3
8277,4
16960,3
3244,0
16418,5
3203,4
1397,0
17054,5
5234,3
17082,2
9365,1
313,0
3799,1
1347,3
11859,3
18511,1
17226,0
15124,3
8603,0
6075,0
13029,1
4978,1
3942,1
7213,1
5237,4
6247,0
10136,1
20547,1
1704,0
7963,5
1644,1
13100,1
4097,1
14815,4
15776,1
17502,1
20110,1
6546,1
1109,3
4268,2
20250,3
937,1
20442,2
114,1
12916,2
1702,3
966,0
16017,3
19064,3
11834,0
12460,4
20733,2
1546,2
420,3
17593,5
534,3
3529,1
8562,5
13685,3
14686,1
654,5
10540,0
21043,2
8947,4
3368,4
1009,3
962,3
5215,1
1360,1
16052,5
17242,4
16756,3
17231,2
17448,0
18804,3
1505,2
100,2
16125,5
18543,4
1077,4
11318,1
17399,2
16103,4
21326,5
3781,0
8012,2
3609,2
7944,5
17847,1
16264,4
17462,3
11586,5
6364,1
17838,1
21223,1
19260,4
16187,5
2346,3
12911,2
6914,1
6449,5
11786,0
10684,5
15102,0
21302,4
15034,3
20303,3
19846,0
13293,3
8838,0
4454,2
6224,2
15849,2
20305,3
694,3
13556,5
4637,0
19316,5
5668,2
20253,4
14038,4
15843,4
16468,2
19708,5
16868,4
19120,1
18341,0
18576,3
18211,4
11454,2
13895,4
2777,4
0,1
18886,3
21436,1
13523,4
11286,0
16499,3
4198,2
12504,0
11921,3
16692,1
18247,2
10190,1
21996,4
1436,3
7091,0
17353,0
1766,0
2595,2
3657,1
13416,1
14709,1
20562,2
3347,3
8700,0
22292,2
5797,1
5411,2
10766,1
10299,1
14832,0
16370,5
9400,4
3150,4
15455,0
7120,4
2951,3
21825,1
14215,1
4658,4
9170,1
2325,2
6925,2
7006,1
513,4
369,1
21486,1
5992,0
19634,4
2737,3
19691,4
6299,0
15016,3
18248,0
7593,0
6367,3
15333,2
1378,1
19937,4
7193,1
2330,0
13506,4
11844,0
12215,2
800,3
4190,0
16455,4
12071,0
17860,1
10419,4
12439,4
19836,5
1346,1
19872,2
16787,5
11962,2
2512,4
4994,3
11120,1
6059,2
9299,3
3866,2
11481,0
12615,1
21830,3
17803,0
17349,1
11208,0
11742,5
5084,3
6643,3
9726,5
7414,2
4865,0
4546,0
15403,1
2546,2
1097,1
1131,0
18200,0
4379,0
7710,5
16917,5
8710,5
21210,1
18724,3
15816,0
19770,4
4349,2
7206,1
8237,0
8806,1
531,3
192,1
17973,0
8419,0
4102,2
4111,4
7357,3
6927,1
11812,2
10567,3
11726,1
4301,2
12956,3
6375,0
22030,1
7772,0
11309,1
14879,4
7653,0
3295,4
3782,2
5632,0
22069,5
7628,0
182,1
13470,1
5911,2
1063,5
19400,5
4719,5
13885,2
22159,5
12072,5
10978,5
11209,1
1523,1
1873,3
20261,3
2147,0
17529,1
5443,5
11920,1
11985,0
5703,0
21065,0
697,1
20308,3
15296,5
4907,5
6329,4
15121,0
4486,0
8823,5
2143,3
4980,5
18922,2
16409,3
16792,5
19474,2
16991,3
9749,3
85,1
155,1
14261,1
19221,3
16107,5
2673,3
13032,4
934,1
6650,1
10531,3
20656,2
14728,2
5107,2
4701,3
20503,0
18153,3
9896,3
20070,0
2281,4
14999,2
12812,0
6889,1
22084,5
6727,5
8945,4
22285,0
14785,3
9963,2
9239,2
3269,3
9458,4
3180,4
18403,1
20544,1
21759,2
2269,2
9518,0
1284,1
14066,1
5905,0
2093,1
7755,1
17133,0
7621,5
9845,5
5648,0
21725,3
37,4
6432,2
18448,4
5169,0
20752,3
6745,3
10812,5
13650,0
13670,4
20824,2
16903,3
11246,2
17376,3
7476,5
7927,3
17361,2
12760,1
22361,5
487,4
5407,3
9084,1
5655,4
1094,5
18302,2
13559,2
5734,0
21784,5
5939,0
19710,4
9026,0
6110,0
18755,3
17001,2
16813,5
10222,5
1886,4
769,0
18605,2
12350,0
11825,3
20961,2
13383,5
12237,0
13813,2
15706,0
20266,0
832,4
19359,2
3499,5
2056,2
4006,0
6113,0
6586,4
7975,5
8355,3
15620,1
20973,4
16203,3
15503,2
19065,4
19647,3
1510,1
12714,5
1975,0
20198,4
3014,2
6054,2
17740,3
3072,1
5227,3
16498,5
18579,3
17012,2
8977,4
13323,4
15212,0
955,4
9838,4
4139,2
4636,2
6051,1
21566,5
21128,1
10196,3
15965,3
21649,3
17835,2
21073,1
3920,0
20091,4
4751,3
21067,1
4731,2
6973,2
16658,4
13807,4
7723,0
2209,2
21527,4
4524,2
2485,2
7832,4
6862,2
5321,3
14491,1
12132,1
939,1
1835,3
5966,1
3617,2
16603,2
17438,1
6296,0
13906,4
18880,5
18212,3
15122,1
4770,4
10976,1
17850,0
15287,5
17771,0
10537,5
15908,2
21391,3
8807,5
1634,0
12667,4
6038,0
1926,4
9359,1
11313,1
7,4
17071,2
10409,3
12016,1
14945,3
14950,4
16817,2
1345,0
15663,3
5499,2
1054,0
12734,3
12435,0
5951,0
18688,5
10339,1
12684,3
18477,3
16189,5
17427,4
14763,1
18593,4
265,1
9572,4
13859,5
20698,2
7966,4
8476,5
3418,1
18423,1
523,3
15239,0
10795,1
8298,5
8747,4
4811,4
242,3
18080,5
9930,5
935,5
21893,3
14873,2
2283,4
9779,2
5030,3
7887,3
21444,4
8433,3
17437,2
13893,5
19650,1
8135,3
2053,1
17955,2
6793,2
21570,5
9117,1
12492,3
14898,0
9980,4
10659,4
6254,1
18595,1
8266,2
11984,0
4180,0
10546,3
13663,5
3265,1
11238,1
9140,2
18925,2
11210,5
3788,2
19949,5
8252,3
15084,1
21378,3
21149,2
21868,3
2704,4
20493,0
6363,3
7158,4
13289,4
8901,4
16893,2
10362,1
18770,3
11038,5
10887,1
16063,4
9977,0
7590,3
18612,3
20631,1
3455,1
17691,2
2450,5
18752,2
11754,1
6575,2
14572,0
16172,3
14242,5
21899,5
13004,2
12006,0
3258,4
9625,4
18992,4
21334,1
8650,0
2699,4
323,2
18641,4
9953,4
4455,2
6327,0
12333,2
9686,0
15141,0
11654,5
12389,0
10071,2
10558,0
10118,3
18974,4
17626,0
3020,3
11993,2
10999,5
5923,3
19614,1
3982,3
7267,2
7291,1
14708,3
19842,3
8978,2
7988,3
2691,3
22056,4
8256,5
6606,2
14715,1
9423,4
2638,4
21023,1
14062,0
17749,1
3189,4
13236,5
161,1
21769,5
10369,5
19729,5
10843,3
8166,4
15134,2
9709,0
10446,2
16263,3
2066,4
3594,3
10973,3
10607,3
18728,2
115,1
4683,3
3292,2
6003,5
7066,2
13733,2
876,0
5533,2
4531,3
15001,3
13933,5
12391,4
5231,5
18290,5
21521,3
8429,3
22282,4
2184,1
18214,1
20556,2
13584,0
2712,2
9171,4
6880,0
5616,3
7247,1
12559,0
15131,3
17401,1
9974,3
20280,1
13921,2
2322,1
18011,3
13217,4
3537,0
17340,1
6744,3
20379,0
8597,4
4059,1
14691,1
17774,0
1329,2
13539,0
19933,5
8110,3
11686,4
59,2
11194,4
7050,1
7422,1
1968,1
94,1
896,1
12682,4
17717,2
14903,1
3536,0
21040,0
12110,0
2051,3
5469,5
22384,4
13161,3
7632,3
10654,3
15656,5
5836,0
10702,4
8004,5
14123,4
9973,5
6100,0
1363,0
18067,4
19017,5
22286,1
4768,1
12445,1
1480,0
2590,2
11365,4
4830,3
1452,2
16941,5
10598,0
21095,5
501,3
2490,5
1789,1
7076,2
8158,5
7439,4
6229,0
10304,2
9486,2
2567,4
20534,0
8470,5
6415,1
14143,1
22011,3
5114,3
621,3
10333,3
8510,3
8935,1
16610,5
3825,0
12111,0
18074,4
16667,5
12334,5
5425,3
923,0
940,3
6374,2
6538,1
11896,1
9035,1
7242,4
7067,2
4999,3
5669,2
6084,1
20956,1
18868,1
19994,1
13805,3
8979,2
11396,3
8995,0
8365,2
4880,3
13177,0
389,2
2015,4
2137,1
21761,2
2952,5
21185,5
10357,3
7034,3
13525,1
12432,0
9470,2
13716,4
1541,2
14037,4
17100,3
4699,1
3545,0
8513,3
1227,3
3490,1
5132,3
3998,3
10270,3
5253,0
19835,5
7769,3
13092,1
297,0
21400,2
15684,0
1111,3
21897,4
14207,1
16116,3
13453,4
9295,5
20206,4
18613,0
8209,5
3726,5
8338,1
6675,1
2557,3
21064,2
4874,3
1015,1
21926,3
13718,2
14971,0
4149,4
8670,4
19279,1
8954,1
12738,3
8523,5
22205,0
21743,5
3835,0
15985,3
10204,1
2833,0
4685,1
12807,5
83,4
197,5
13039,3
2230,2
6616,1
212,2
17472,2
16709,2
5925,1
15424,2
10791,5
10645,1
4508,0
4713,1
2403,4
6761,1
1768,3
16512,4
2549,3
17727,1
20877,0
91,1
20380,3
15576,0
7503,5
21797,1
12771,4
15410,1
15210,1
9055,0
8755,3
7813,3
17741,3
3139,4
5447,2
2849,2
14523,4
12034,0
17420,2
9200,0
16654,2
20808,4
7408,4
17937,4
17447,4
1440,2
9111,2
19044,1
290,3
16074,4
11642,2
10878,3
1354,4
10227,3
12286,2
8772,3
9900,2
16257,1
1012,2
16678,3
7388,1
11670,2
9011,2
18558,1
15082,1
8554,5
17330,1
17006,3
6971,2
19998,0
5375,5
5995,5
8765,1
21183,2
17130,0
17201,1
8951,3
4120,3
17292,0
20348,0
12042,3
7211,4
22183,5
12876,3
10479,3
15644,5
13744,1
19050,3
17917,3
787,2
18275,1
15313,3
5418,0
10527,3
18649,5
14504,4
17211,1
14058,1
1521,3
5044,5
14121,1
6235,3
12239,0
18838,2
9402,2
9611,1
2179,2
10019,0
22067,4
12858,0
344,3
12262,0
11407,3
21360,2
10142,5
2635,3
14924,3
10658,0
20158,0
11,1
2542,5
21288,5
17043,3
1451,3
19360,3
13256,0
19975,5
19093,5
5372,1
4645,1
2391,1
7851,4
17025,3
17906,0
16509,5
22170,5
14230,1
3953,0
17899,1
559,4
5420,4
22113,4
207,5
10391,4
946,5
16373,5
15215,0
20642,4
4236,1
2108,3
3936,1
3896,2
11334,2
2645,5
19574,2
20232,1
19885,5
8088,0
4796,2
12369,3
6491,1
11366,0
19534,4
630,2
3889,2
21066,0
16634,5
4170,4
13990,5
1103,0
2068,4
20029,0
10838,5
19291,1
5874,4
19109,4
19377,4
21804,0
21164,3
13758,4
10109,3
3855,1
16807,5
17491,5
3978,0
11572,3
4576,1
7666,1
3093,0
8109,5
7036,4
17370,3
1838,2
5489,4
18270,4
6746,2
16573,5
8829,5
21438,5
1479,0
20636,2
7209,2
18888,1
20465,3
6692,1
8150,4
9391,3
5981,5
3341,4
13647,1
9284,5
14364,4
6473,2
20420,1
4753,0
11703,5
17708,2
17031,1
15774,1
7980,2
19830,2
6389,0
9430,4
4370,1
21130,5
16590,2
1361,3
9062,3
8542,3
3025,5
18973,3
17302,1
13233,3
5337,4
8342,2
2632,5
7647,1
13792,5
14418,0
10760,5
11247,2
13500,5
19712,2
18096,3
5274,3
9808,0
5591,5
21994,5
16755,4
16406,3
20134,1
5976,2
9053,1
9472,5
21942,4
9811,3
10403,4
7100,4
9345,2
8078,4
21887,2
6497,3
7595,2
8692,4
20023,0
4702,0
20437,2
9436,2
11031,5
4614,5
9682,0
4774,1
7046,2
22268,1
11399,0
6459,2
12558,2
8478,1
21393,5
9558,0
6421,3
8163,4
9072,2
15010,2
20301,0
11124,5
17627,3
9493,0
16109,3
6624,3
16761,4
3613,2
6725,5
17210,0
12747,2
1409,4
20820,3
18794,1
4108,5
16400,3
375,0
8089,4
4589,2
11557,4
13800,4
19839,2
14714,2
4283,0
551,1
17634,3
15193,0
2261,1
2071,2
8768,4
925,1
10749,1
2972,2
6180,1
21981,2
15321,2
5157,4
987,0
18307,1
20167,4
18131,1
22107,3
14839,1
17990,5
4993,0
19811,3
19039,1
2649,3
12744,0
10665,4
4716,3
3439,0
14011,3
19581,5
1202,1
180,2
10810,3
6135,1
12939,3
22123,5
22017,5
3905,1
12398,1
18552,1
19134,4
5601,4
856,0
19192,5
15686,3
10291,1
5333,5
19497,3
3847,0
10367,3
15513,1
2500,1
8461,5
10850,4
42,1
12573,1
3588,3
12638,0
14481,0
16073,2
3102,5
4536,0
17250,3
20520,2
1919,1
17464,3
2985,4
4554,2
19698,5
9447,3
2818,5
5517,0
20526,0
9691,0
4856,2
8066,1
20731,2
13077,5
15374,2
1125,2
11965,1
20984,2
602,1
21847,5
19009,0
21070,5
17784,2
19719,5
20787,2
9497,0
13377,3
9050,1
1226,0
17877,1
18636,1
1504,5
13346,4
13119,3
7522,0
13673,4
6822,0
1399,1
18289,5
10793,4
14470,2
1114,0
8101,1
6582,4
12289,1
14363,2
13765,4
9568,4
16586,4
4553,0
1531,2
19057,4
5880,1
20600,1
980,4
7781,3
11341,5
6753,1
1469,4
16316,2
1042,3
4053,1
14367,1
9986,2
2877,5
11522,4
19623,2
15602,5
19956,1
10580,1
16021,1
14006,3
20678,0
2074,0
11842,1
18774,1
6418,0
14631,3
21364,3
1684,2
18446,2
4279,1
11003,4
20937,0
18513,2
8689,1
566,0
6541,3
15211,2
8435,4
13472,2
1101,3
21795,0
539,0
14171,1
19114,2
16994,5
1420,3
15660,1
22192,0
10693,5
17662,1
15306,0
8323,1
9633,2
19432,2
20382,4
10134,3
16760,3
427,0
18754,1
11251,4
10489,2
14985,0
21792,2
2861,2
11068,3
14120,0
14141,1
12015,0
17658,1
20646,2
17164,5
17450,1
17522,4
11042,5
20581,0
10543,1
9425,2
18207,1
10171,5
19786,5
264,0
16346,0
11265,0
7990,3
10148,3
463,2
8354,2
10113,3
20883,3
15971,2
1199,1
17928,4
16645,4
3997,3
18517,4
6483,4
21703,5
16529,5
19103,1
22098,3
17021,0
2393,3
8003,1
450,0
5422,0
13484,3
21696,4
4979,0
6009,3
14383,2
1756,2
5042,3
19015,2
15696,4
7924,2
15162,0
15169,1
1242,0
3438,0
1254,1
589,4
1435,4
12137,3
16637,2
16404,3
8974,2
8076,5
19457,3
10188,4
21373,5
21782,3
14699,2
14469,4
7304,1
3569,1
6556,4
3302,0
8445,3
21336,4
4341,0
14546,2
20660,2
7364,0
